Nombre_Cliente,ID_Asociado,Saldo_Cuenta,Score_DICOM_Simulado,Oferta_Comercial_Asignada,Dias_Desde_Ultima_Clave
Usuario 7683,6944X,8907600,895,Cuenta Corriente Premium,257
Usuario 7684,3857X,1013477,535,Cuenta Corriente Premium,6
Usuario 7685,2746X,7738905,825,Cuenta Corriente Premium,393
Usuario 7686,6182X,1807806,840,Cuenta Corriente Premium,363
Usuario 7687,4049X,1879799,664,Cuenta Corriente Premium,226
Usuario 7688,8030X,9352473,572,Cuenta Corriente Premium,335
Usuario 7689,2258X,14534286,622,Cuenta Corriente Premium,118
Usuario 7690,2539X,7309574,310,Cuenta Corriente Premium,94
Usuario 7691,3025X,7837202,318,Cuenta Corriente Premium,244
Usuario 7692,4050X,12971912,719,Cuenta Corriente Premium,381
Usuario 7693,7766X,3545003,574,Cuenta Corriente Premium,306
Usuario 7694,1971X,3132556,779,Cuenta Corriente Premium,381
Usuario 7695,4134X,8852463,311,Cuenta Corriente Premium,158
Usuario 7696,3741X,2966050,677,Cuenta Corriente Premium,56
Usuario 7697,1804X,3942523,452,Cuenta Corriente Premium,323
Usuario 7698,2337X,4279045,386,Cuenta Corriente Premium,141
Usuario 7699,5775X,5571967,484,Cuenta Corriente Premium,76
Usuario 7700,5385X,11264081,498,Cuenta Corriente Premium,185
Usuario 7701,1943X,9156251,647,Cuenta Corriente Premium,251
Usuario 7702,3288X,2646382,464,Cuenta Corriente Premium,136
Usuario 7703,8252X,11385020,894,Cuenta Corriente Premium,27
Usuario 7704,4569X,2940150,354,Cuenta Corriente Premium,205
Usuario 7705,7268X,4504563,319,Cuenta Corriente Premium,352
Usuario 7706,9037X,8215532,309,Cuenta Corriente Premium,259
Usuario 7707,1293X,3449366,899,Cuenta Corriente Premium,336
Usuario 7708,7604X,5082484,442,Cuenta Corriente Premium,123
Usuario 7709,9099X,2692455,382,Cuenta Corriente Premium,253
Usuario 7710,9002X,9130622,379,Cuenta Corriente Premium,27
Usuario 7711,7050X,3067706,666,Cuenta Corriente Premium,191
Usuario 7712,7887X,10264051,362,Cuenta Corriente Premium,386
Usuario 7713,9011X,7228309,607,Cuenta Corriente Premium,67
Usuario 7714,1207X,8450942,783,Cuenta Corriente Premium,167
Usuario 7715,5098X,2799628,595,Cuenta Corriente Premium,104
Usuario 7716,6409X,12428238,783,Cuenta Corriente Premium,25
Usuario 7717,1736X,5199072,302,Cuenta Corriente Premium,52
Usuario 7718,5502X,890395,697,Cuenta Corriente Premium,27
Usuario 7719,5230X,14524982,315,Cuenta Corriente Premium,343
Usuario 7720,3646X,2543342,445,Cuenta Corriente Premium,370
Usuario 7721,6855X,6301141,789,Cuenta Corriente Premium,313
Usuario 7722,4874X,12131224,745,Cuenta Corriente Premium,2
Usuario 7723,8253X,12217406,562,Cuenta Corriente Premium,363
Usuario 7724,4146X,1263939,444,Cuenta Corriente Premium,186
Usuario 7725,7655X,12544962,600,Cuenta Corriente Premium,211
Usuario 7726,8545X,10291825,735,Cuenta Corriente Premium,112
Usuario 7727,1611X,8590094,317,Cuenta Corriente Premium,204
Usuario 7728,6261X,13994434,428,Cuenta Corriente Premium,25
Usuario 7729,8275X,12731408,655,Cuenta Corriente Premium,11
Usuario 7730,9864X,7938384,420,Cuenta Corriente Premium,349
Usuario 7731,3637X,8631507,792,Cuenta Corriente Premium,178
Usuario 7732,8036X,3590603,477,Cuenta Corriente Premium,187
Usuario 7733,7314X,3838336,379,Cuenta Corriente Premium,182
Usuario 7734,8488X,10431289,450,Cuenta Corriente Premium,184
Usuario 7735,7299X,8967695,548,Cuenta Corriente Premium,250
Usuario 7736,5544X,3997982,461,Cuenta Corriente Premium,213
Usuario 7737,3897X,8541495,722,Cuenta Corriente Premium,65
Usuario 7738,7666X,14899934,402,Cuenta Corriente Premium,221
Usuario 7739,1858X,1959547,515,Cuenta Corriente Premium,285
Usuario 7740,6863X,432178,455,Cuenta Corriente Premium,186
Usuario 7741,8246X,9750000,550,Cuenta Corriente Premium,306
Usuario 7742,9558X,6683574,438,Cuenta Corriente Premium,278
Usuario 7743,4700X,14867908,492,Cuenta Corriente Premium,385
Usuario 7744,1576X,10445543,761,Cuenta Corriente Premium,212
Usuario 7745,9691X,6626785,707,Cuenta Corriente Premium,351
Usuario 7746,3286X,13628372,492,Cuenta Corriente Premium,166
Usuario 7747,9340X,10115660,573,Cuenta Corriente Premium,328
Usuario 7748,8277X,14344217,781,Cuenta Corriente Premium,319
Usuario 7749,1432X,13234768,409,Cuenta Corriente Premium,195
Usuario 7750,1562X,6859014,842,Cuenta Corriente Premium,47
Usuario 7751,3228X,459659,719,Cuenta Corriente Premium,158
Usuario 7752,6937X,5422801,808,Cuenta Corriente Premium,356
Usuario 7753,8896X,2847891,768,Cuenta Corriente Premium,308
Usuario 7754,9959X,10441867,736,Cuenta Corriente Premium,320
Usuario 7755,2225X,9537437,766,Cuenta Corriente Premium,164
Usuario 7756,6586X,14154574,634,Cuenta Corriente Premium,65
Usuario 7757,2685X,3362874,425,Cuenta Corriente Premium,380
Usuario 7758,5927X,10602844,484,Cuenta Corriente Premium,19
Usuario 7759,9101X,12534415,687,Cuenta Corriente Premium,22
Usuario 7760,8555X,9762879,391,Cuenta Corriente Premium,136
Usuario 7761,2336X,2112785,325,Cuenta Corriente Premium,385
Usuario 7762,1496X,6348632,732,Cuenta Corriente Premium,330
Usuario 7763,9667X,973890,826,Cuenta Corriente Premium,269
Usuario 7764,7142X,6650406,602,Cuenta Corriente Premium,66
Usuario 7765,3368X,6823417,312,Cuenta Corriente Premium,385
Usuario 7766,9138X,13962521,672,Cuenta Corriente Premium,2
Usuario 7767,9056X,11718715,648,Cuenta Corriente Premium,129
Usuario 7768,4615X,9168471,778,Cuenta Corriente Premium,157
Usuario 7769,3217X,11384837,679,Cuenta Corriente Premium,176
Usuario 7770,1194X,1021980,671,Cuenta Corriente Premium,376
Usuario 7771,7297X,1964674,682,Cuenta Corriente Premium,217
Usuario 7772,7987X,851999,343,Cuenta Corriente Premium,111
Usuario 7773,4560X,7509322,597,Cuenta Corriente Premium,333
Usuario 7774,1972X,13463753,681,Cuenta Corriente Premium,279
Usuario 7775,9542X,14385288,434,Cuenta Corriente Premium,174
Usuario 7776,5788X,3593609,356,Cuenta Corriente Premium,325
Usuario 7777,8397X,10674715,451,Cuenta Corriente Premium,380
Usuario 7778,6203X,4007304,726,Cuenta Corriente Premium,69
Usuario 7779,2068X,13581309,468,Cuenta Corriente Premium,199
Usuario 7780,9641X,4918870,554,Cuenta Corriente Premium,17
Usuario 7781,7018X,10051462,687,Cuenta Corriente Premium,259
Usuario 7782,8205X,177752,744,Cuenta Corriente Premium,303
Usuario 7783,3530X,7138821,752,Cuenta Corriente Premium,249
Usuario 7784,5008X,7346783,484,Cuenta Corriente Premium,389
Usuario 7785,7242X,6243248,709,Cuenta Corriente Premium,385
Usuario 7786,7334X,10813017,626,Cuenta Corriente Premium,85
Usuario 7787,3340X,1655616,835,Cuenta Corriente Premium,320
Usuario 7788,5853X,2725142,492,Cuenta Corriente Premium,45
Usuario 7789,9810X,3024245,837,Cuenta Corriente Premium,177
Usuario 7790,4617X,12577731,453,Cuenta Corriente Premium,394
Usuario 7791,8162X,2493494,724,Cuenta Corriente Premium,239
Usuario 7792,4615X,2068159,684,Cuenta Corriente Premium,212
Usuario 7793,7000X,8342547,511,Cuenta Corriente Premium,267
Usuario 7794,2830X,13098727,561,Cuenta Corriente Premium,231
Usuario 7795,6973X,640734,516,Cuenta Corriente Premium,186
Usuario 7796,2099X,1869067,886,Cuenta Corriente Premium,93
Usuario 7797,2812X,11161709,707,Cuenta Corriente Premium,130
Usuario 7798,2029X,14843673,595,Cuenta Corriente Premium,96
Usuario 7799,5760X,2205487,646,Cuenta Corriente Premium,296
Usuario 7800,5287X,2310196,349,Cuenta Corriente Premium,2
Usuario 7801,2866X,13621968,529,Cuenta Corriente Premium,304
Usuario 7802,7204X,12772631,869,Cuenta Corriente Premium,388
Usuario 7803,1336X,13506426,452,Cuenta Corriente Premium,161
Usuario 7804,9849X,1371418,618,Cuenta Corriente Premium,247
Usuario 7805,2424X,10971339,618,Cuenta Corriente Premium,32
Usuario 7806,3243X,10487559,408,Cuenta Corriente Premium,190
Usuario 7807,5115X,13095766,587,Cuenta Corriente Premium,353
Usuario 7808,5669X,3793746,540,Cuenta Corriente Premium,231
Usuario 7809,9342X,6694371,855,Cuenta Corriente Premium,396
Usuario 7810,6636X,12794208,640,Cuenta Corriente Premium,18
Usuario 7811,2059X,8797138,504,Cuenta Corriente Premium,347
Usuario 7812,8148X,6960992,849,Cuenta Corriente Premium,5
Usuario 7813,7280X,8410246,474,Cuenta Corriente Premium,242
Usuario 7814,4541X,9074416,551,Cuenta Corriente Premium,338
Usuario 7815,9588X,12908663,768,Cuenta Corriente Premium,217
Usuario 7816,6518X,12338455,830,Cuenta Corriente Premium,114
Usuario 7817,5667X,10387100,398,Cuenta Corriente Premium,238
Usuario 7818,6798X,12572138,521,Cuenta Corriente Premium,109
Usuario 7819,7590X,7016402,795,Cuenta Corriente Premium,229
Usuario 7820,9002X,3134858,395,Cuenta Corriente Premium,39
Usuario 7821,1761X,4936708,373,Cuenta Corriente Premium,253
Usuario 7822,6134X,13766817,850,Cuenta Corriente Premium,304
Usuario 7823,3091X,7473582,562,Cuenta Corriente Premium,76
Usuario 7824,4635X,7914844,317,Cuenta Corriente Premium,395
Usuario 7825,5199X,6417427,711,Cuenta Corriente Premium,392
Usuario 7826,3199X,14778929,467,Cuenta Corriente Premium,128
Usuario 7827,1936X,3920206,854,Cuenta Corriente Premium,289
Usuario 7828,7029X,2013885,346,Cuenta Corriente Premium,312
Usuario 7829,7903X,6081245,836,Cuenta Corriente Premium,360
Usuario 7830,5706X,276529,397,Cuenta Corriente Premium,180
Usuario 7831,8685X,14150055,644,Cuenta Corriente Premium,271
Usuario 7832,6595X,2466119,363,Cuenta Corriente Premium,358
Usuario 7833,2560X,4115257,617,Cuenta Corriente Premium,75
Usuario 7834,1168X,4250780,694,Cuenta Corriente Premium,295
Usuario 7835,7101X,12906426,629,Cuenta Corriente Premium,275
Usuario 7836,3630X,9245374,855,Cuenta Corriente Premium,229
Usuario 7837,8865X,2609540,576,Cuenta Corriente Premium,191
Usuario 7838,3532X,5552402,778,Cuenta Corriente Premium,338
Usuario 7839,6373X,11613881,770,Cuenta Corriente Premium,351
Usuario 7840,8219X,6900196,614,Cuenta Corriente Premium,227
Usuario 7841,7035X,7221166,761,Cuenta Corriente Premium,354
Usuario 7842,6574X,14084092,588,Cuenta Corriente Premium,344
Usuario 7843,5033X,13672778,552,Cuenta Corriente Premium,349
Usuario 7844,8819X,13505255,507,Cuenta Corriente Premium,177
Usuario 7845,3858X,13551849,398,Cuenta Corriente Premium,190
Usuario 7846,5580X,14995103,743,Cuenta Corriente Premium,3
Usuario 7847,9233X,11645269,598,Cuenta Corriente Premium,205
Usuario 7848,2472X,5931743,585,Cuenta Corriente Premium,300
Usuario 7849,2576X,12878649,784,Cuenta Corriente Premium,378
Usuario 7850,8828X,890442,338,Cuenta Corriente Premium,239
Usuario 7851,9178X,12823307,619,Cuenta Corriente Premium,268
Usuario 7852,4559X,3544071,554,Cuenta Corriente Premium,288
Usuario 7853,8702X,12104148,858,Cuenta Corriente Premium,277
Usuario 7854,5594X,4421358,325,Cuenta Corriente Premium,392
Usuario 7855,6392X,676220,876,Cuenta Corriente Premium,101
Usuario 7856,6754X,9686985,313,Cuenta Corriente Premium,148
Usuario 7857,9060X,782081,457,Cuenta Corriente Premium,203
Usuario 7858,1064X,5003520,365,Cuenta Corriente Premium,249
Usuario 7859,8773X,10753078,325,Cuenta Corriente Premium,186
Usuario 7860,4111X,3725125,574,Cuenta Corriente Premium,383
Usuario 7861,4059X,2392751,479,Cuenta Corriente Premium,25
Usuario 7862,6390X,2907331,431,Cuenta Corriente Premium,202
Usuario 7863,3931X,8268262,331,Cuenta Corriente Premium,151
Usuario 7864,9172X,2112063,607,Cuenta Corriente Premium,49
Usuario 7865,9864X,8854427,780,Cuenta Corriente Premium,47
Usuario 7866,3800X,12212806,641,Cuenta Corriente Premium,352
Usuario 7867,7271X,223944,509,Cuenta Corriente Premium,25
Usuario 7868,9252X,10568362,338,Cuenta Corriente Premium,130
Usuario 7869,8851X,4487517,610,Cuenta Corriente Premium,11
Usuario 7870,6221X,10469939,303,Cuenta Corriente Premium,297
Usuario 7871,9386X,3330722,460,Cuenta Corriente Premium,240
Usuario 7872,2397X,5948181,441,Cuenta Corriente Premium,350
Usuario 7873,1483X,5922477,511,Cuenta Corriente Premium,298
Usuario 7874,9312X,9078002,432,Cuenta Corriente Premium,333
Usuario 7875,3231X,4528785,781,Cuenta Corriente Premium,368
Usuario 7876,2416X,2135265,497,Cuenta Corriente Premium,18
Usuario 7877,8878X,14262820,785,Cuenta Corriente Premium,221
Usuario 7878,7513X,7051839,859,Cuenta Corriente Premium,79
Usuario 7879,4743X,13103276,632,Cuenta Corriente Premium,31
Usuario 7880,6901X,2699068,751,Cuenta Corriente Premium,152
Usuario 7881,5077X,4296923,725,Cuenta Corriente Premium,135
Usuario 7882,2944X,624202,508,Cuenta Corriente Premium,344
Usuario 7883,8421X,6548506,732,Cuenta Corriente Premium,274
Usuario 7884,7331X,8578257,387,Cuenta Corriente Premium,179
Usuario 7885,7168X,8735844,876,Cuenta Corriente Premium,203
Usuario 7886,7165X,4124657,862,Cuenta Corriente Premium,210
Usuario 7887,8642X,13804553,474,Cuenta Corriente Premium,239
Usuario 7888,6064X,3248587,675,Cuenta Corriente Premium,193
Usuario 7889,1424X,2147495,579,Cuenta Corriente Premium,333
Usuario 7890,7364X,13095854,434,Cuenta Corriente Premium,4
Usuario 7891,2731X,1526270,635,Cuenta Corriente Premium,171
Usuario 7892,9447X,14728328,780,Cuenta Corriente Premium,47
Usuario 7893,3325X,9419614,530,Cuenta Corriente Premium,145
Usuario 7894,8288X,1919353,841,Cuenta Corriente Premium,294
Usuario 7895,3842X,12919084,728,Cuenta Corriente Premium,128
Usuario 7896,2179X,11725668,796,Cuenta Corriente Premium,243
Usuario 7897,3228X,1902637,302,Cuenta Corriente Premium,260
Usuario 7898,2207X,10514930,741,Cuenta Corriente Premium,296
Usuario 7899,4822X,5813749,464,Cuenta Corriente Premium,142
Usuario 7900,8861X,6645933,431,Cuenta Corriente Premium,13
Usuario 7901,7773X,1743235,509,Cuenta Corriente Premium,330
Usuario 7902,5234X,13622936,670,Cuenta Corriente Premium,397
Usuario 7903,2183X,2783674,866,Cuenta Corriente Premium,140
Usuario 7904,4586X,14537713,834,Cuenta Corriente Premium,338
Usuario 7905,4819X,11918182,352,Cuenta Corriente Premium,193
Usuario 7906,3600X,10455467,425,Cuenta Corriente Premium,93
Usuario 7907,9657X,7574467,320,Cuenta Corriente Premium,273
Usuario 7908,2674X,9861465,493,Cuenta Corriente Premium,367
Usuario 7909,3394X,9325109,608,Cuenta Corriente Premium,337
Usuario 7910,3653X,7369405,732,Cuenta Corriente Premium,394
Usuario 7911,9342X,11610629,666,Cuenta Corriente Premium,24
Usuario 7912,5599X,696715,753,Cuenta Corriente Premium,124
Usuario 7913,3878X,10281629,800,Cuenta Corriente Premium,104
Usuario 7914,7314X,1326612,629,Cuenta Corriente Premium,395
Usuario 7915,3338X,1455031,684,Cuenta Corriente Premium,377
Usuario 7916,2850X,2816330,710,Cuenta Corriente Premium,1
Usuario 7917,6617X,13117199,559,Cuenta Corriente Premium,73
Usuario 7918,2894X,7359856,825,Cuenta Corriente Premium,366
Usuario 7919,6518X,9627184,805,Cuenta Corriente Premium,245
Usuario 7920,8446X,416113,489,Cuenta Corriente Premium,45
Usuario 7921,1957X,3791248,319,Cuenta Corriente Premium,160
Usuario 7922,6272X,6394524,715,Cuenta Corriente Premium,268
Usuario 7923,4375X,9794242,419,Cuenta Corriente Premium,388
Usuario 7924,2117X,4781699,706,Cuenta Corriente Premium,54
Usuario 7925,4810X,2242937,605,Cuenta Corriente Premium,222
Usuario 7926,9682X,205918,518,Cuenta Corriente Premium,329
Usuario 7927,2013X,14957408,478,Cuenta Corriente Premium,390
Usuario 7928,8589X,8584272,359,Cuenta Corriente Premium,222
Usuario 7929,9769X,6118272,868,Cuenta Corriente Premium,10
Usuario 7930,6817X,4629878,790,Cuenta Corriente Premium,89
Usuario 7931,9032X,2169959,480,Cuenta Corriente Premium,81
Usuario 7932,7138X,13482718,468,Cuenta Corriente Premium,328
Usuario 7933,6998X,4432135,743,Cuenta Corriente Premium,230
Usuario 7934,8005X,12379506,724,Cuenta Corriente Premium,143
Usuario 7935,9838X,9137861,560,Cuenta Corriente Premium,368
Usuario 7936,9554X,10660450,814,Cuenta Corriente Premium,262
Usuario 7937,5347X,9766279,717,Cuenta Corriente Premium,323
Usuario 7938,6320X,3083403,836,Cuenta Corriente Premium,49
Usuario 7939,3525X,132674,440,Cuenta Corriente Premium,240
Usuario 7940,1366X,9046312,341,Cuenta Corriente Premium,23
Usuario 7941,4176X,11574887,394,Cuenta Corriente Premium,88
Usuario 7942,5611X,3195846,565,Cuenta Corriente Premium,279
Usuario 7943,3323X,2290484,529,Cuenta Corriente Premium,205
Usuario 7944,3525X,11004426,704,Cuenta Corriente Premium,370
Usuario 7945,9773X,14544138,399,Cuenta Corriente Premium,1
Usuario 7946,8719X,9587524,405,Cuenta Corriente Premium,390
Usuario 7947,2470X,5393616,534,Cuenta Corriente Premium,323
Usuario 7948,7932X,9818763,894,Cuenta Corriente Premium,121
Usuario 7949,2718X,8268914,369,Cuenta Corriente Premium,37
Usuario 7950,1724X,2575671,728,Cuenta Corriente Premium,285
Usuario 7951,2293X,9915185,823,Cuenta Corriente Premium,44
Usuario 7952,2182X,7889283,538,Cuenta Corriente Premium,252
Usuario 7953,6175X,8627109,534,Cuenta Corriente Premium,196
Usuario 7954,6439X,4277531,339,Cuenta Corriente Premium,198
Usuario 7955,3977X,8972869,726,Cuenta Corriente Premium,257
Usuario 7956,4007X,9848697,466,Cuenta Corriente Premium,195
Usuario 7957,7940X,6783687,732,Cuenta Corriente Premium,318
Usuario 7958,3998X,12674941,742,Cuenta Corriente Premium,207
Usuario 7959,6761X,13440454,896,Cuenta Corriente Premium,212
Usuario 7960,3304X,12466228,795,Cuenta Corriente Premium,319
Usuario 7961,2846X,10448669,854,Cuenta Corriente Premium,114
Usuario 7962,2041X,4408490,699,Cuenta Corriente Premium,362
Usuario 7963,8949X,7443460,839,Cuenta Corriente Premium,130
Usuario 7964,5274X,4646764,837,Cuenta Corriente Premium,150
Usuario 7965,3207X,1097335,648,Cuenta Corriente Premium,65
Usuario 7966,6338X,356739,881,Cuenta Corriente Premium,60
Usuario 7967,8394X,2850426,678,Cuenta Corriente Premium,302
Usuario 7968,6571X,9495673,436,Cuenta Corriente Premium,42
Usuario 7969,1014X,2327053,522,Cuenta Corriente Premium,52
Usuario 7970,7429X,11614443,882,Cuenta Corriente Premium,272
Usuario 7971,2793X,8277234,457,Cuenta Corriente Premium,316
Usuario 7972,7673X,3120619,693,Cuenta Corriente Premium,210
Usuario 7973,7294X,1332703,452,Cuenta Corriente Premium,49
Usuario 7974,2524X,6608468,690,Cuenta Corriente Premium,183
Usuario 7975,5697X,13919870,555,Cuenta Corriente Premium,269
Usuario 7976,5577X,231338,812,Cuenta Corriente Premium,371
Usuario 7977,9347X,1186417,699,Cuenta Corriente Premium,18
Usuario 7978,7066X,11000713,458,Cuenta Corriente Premium,341
Usuario 7979,9979X,7897460,619,Cuenta Corriente Premium,211
Usuario 7980,3753X,6852613,684,Cuenta Corriente Premium,211
Usuario 7981,8449X,546948,596,Cuenta Corriente Premium,202
Usuario 7982,1560X,2479786,597,Cuenta Corriente Premium,95
Usuario 7983,7565X,5863081,437,Cuenta Corriente Premium,39
Usuario 7984,3081X,10811429,554,Cuenta Corriente Premium,104
Usuario 7985,8227X,4885743,661,Cuenta Corriente Premium,219
Usuario 7986,7986X,2194878,671,Cuenta Corriente Premium,33
Usuario 7987,9905X,4934445,536,Cuenta Corriente Premium,1
Usuario 7988,3416X,8791650,568,Cuenta Corriente Premium,309
Usuario 7989,9614X,7828991,796,Cuenta Corriente Premium,296
Usuario 7990,4382X,3484134,580,Cuenta Corriente Premium,248
Usuario 7991,3064X,609346,374,Cuenta Corriente Premium,373
Usuario 7992,4174X,1783828,709,Cuenta Corriente Premium,381
Usuario 7993,9597X,12392880,876,Cuenta Corriente Premium,184
Usuario 7994,8705X,2575606,472,Cuenta Corriente Premium,95
Usuario 7995,9966X,3236292,598,Cuenta Corriente Premium,275
Usuario 7996,6780X,2268607,567,Cuenta Corriente Premium,79
Usuario 7997,6044X,5971828,883,Cuenta Corriente Premium,39
Usuario 7998,7368X,4758664,319,Cuenta Corriente Premium,58
Usuario 7999,2017X,9966249,407,Cuenta Corriente Premium,265
Usuario 8000,6262X,4916531,847,Cuenta Corriente Premium,138
Usuario 8001,8837X,1841717,624,Cuenta Corriente Premium,335
Usuario 8002,5707X,10773186,469,Cuenta Corriente Premium,151
Usuario 8003,4741X,13609102,452,Cuenta Corriente Premium,281
Usuario 8004,3841X,1512953,896,Cuenta Corriente Premium,259
Usuario 8005,7912X,6768898,600,Cuenta Corriente Premium,89
Usuario 8006,7296X,12386152,303,Cuenta Corriente Premium,253
Usuario 8007,9930X,11416614,522,Cuenta Corriente Premium,77
Usuario 8008,7076X,10147286,558,Cuenta Corriente Premium,253
Usuario 8009,8675X,13862813,705,Cuenta Corriente Premium,53
Usuario 8010,5660X,13873194,728,Cuenta Corriente Premium,93
Usuario 8011,3472X,12050700,871,Cuenta Corriente Premium,47
Usuario 8012,6747X,14931794,347,Cuenta Corriente Premium,330
Usuario 8013,2302X,4013639,794,Cuenta Corriente Premium,343
Usuario 8014,9015X,2002931,559,Cuenta Corriente Premium,195
Usuario 8015,4113X,7869917,744,Cuenta Corriente Premium,38
Usuario 8016,6700X,7103901,544,Cuenta Corriente Premium,382
Usuario 8017,5474X,4443781,536,Cuenta Corriente Premium,215
Usuario 8018,1340X,10556473,694,Cuenta Corriente Premium,206
Usuario 8019,2331X,9955133,793,Cuenta Corriente Premium,331
Usuario 8020,8944X,5963816,420,Cuenta Corriente Premium,82
Usuario 8021,2657X,1190583,897,Cuenta Corriente Premium,328
Usuario 8022,8743X,2374068,795,Cuenta Corriente Premium,125
Usuario 8023,6760X,879504,610,Cuenta Corriente Premium,196
Usuario 8024,9163X,3519668,592,Cuenta Corriente Premium,354
Usuario 8025,8480X,3494386,667,Cuenta Corriente Premium,321
Usuario 8026,4569X,3769740,534,Cuenta Corriente Premium,214
Usuario 8027,8374X,9986384,612,Cuenta Corriente Premium,99
Usuario 8028,4167X,463574,586,Cuenta Corriente Premium,364
Usuario 8029,3258X,498415,359,Cuenta Corriente Premium,67
Usuario 8030,2273X,2392814,395,Cuenta Corriente Premium,289
Usuario 8031,2167X,14284099,569,Cuenta Corriente Premium,225
Usuario 8032,3005X,5084480,857,Cuenta Corriente Premium,326
Usuario 8033,3473X,9959509,733,Cuenta Corriente Premium,293
Usuario 8034,3351X,6453420,357,Cuenta Corriente Premium,367
Usuario 8035,7403X,3404587,833,Cuenta Corriente Premium,97
Usuario 8036,6197X,4483208,822,Cuenta Corriente Premium,37
Usuario 8037,4169X,11505052,484,Cuenta Corriente Premium,16
Usuario 8038,2836X,1039467,645,Cuenta Corriente Premium,335
Usuario 8039,6903X,14237622,721,Cuenta Corriente Premium,19
Usuario 8040,2742X,6882616,458,Cuenta Corriente Premium,194
Usuario 8041,3777X,2686134,762,Cuenta Corriente Premium,359
Usuario 8042,1102X,7488883,504,Cuenta Corriente Premium,287
Usuario 8043,8688X,6747634,555,Cuenta Corriente Premium,127
Usuario 8044,3901X,9921839,606,Cuenta Corriente Premium,365
Usuario 8045,7617X,7078307,538,Cuenta Corriente Premium,112
Usuario 8046,1929X,11137005,751,Cuenta Corriente Premium,73
Usuario 8047,7261X,11475468,444,Cuenta Corriente Premium,327
Usuario 8048,8559X,491027,732,Cuenta Corriente Premium,234
Usuario 8049,4468X,6156645,661,Cuenta Corriente Premium,111
Usuario 8050,2920X,14293999,676,Cuenta Corriente Premium,10
Usuario 8051,7348X,6138561,779,Cuenta Corriente Premium,314
Usuario 8052,8258X,4251392,451,Cuenta Corriente Premium,178
Usuario 8053,5180X,13570289,567,Cuenta Corriente Premium,312
Usuario 8054,8636X,1171090,460,Cuenta Corriente Premium,31
Usuario 8055,1333X,4127820,410,Cuenta Corriente Premium,79
Usuario 8056,5636X,10438161,639,Cuenta Corriente Premium,89
Usuario 8057,8133X,14555414,594,Cuenta Corriente Premium,182
Usuario 8058,3100X,5804527,585,Cuenta Corriente Premium,198
Usuario 8059,9496X,8603026,325,Cuenta Corriente Premium,361
Usuario 8060,7041X,7088223,655,Cuenta Corriente Premium,214
Usuario 8061,5888X,856414,420,Cuenta Corriente Premium,107
Usuario 8062,2380X,2588421,413,Cuenta Corriente Premium,151
Usuario 8063,8376X,3004698,481,Cuenta Corriente Premium,282
Usuario 8064,2439X,8348501,774,Cuenta Corriente Premium,90
Usuario 8065,5580X,8154884,725,Cuenta Corriente Premium,64
Usuario 8066,1235X,13163875,841,Cuenta Corriente Premium,97
Usuario 8067,4113X,8793952,696,Cuenta Corriente Premium,120
Usuario 8068,6720X,7442368,458,Cuenta Corriente Premium,285
Usuario 8069,6984X,4174049,840,Cuenta Corriente Premium,235
Usuario 8070,9642X,10726421,506,Cuenta Corriente Premium,41
Usuario 8071,1692X,490429,637,Cuenta Corriente Premium,112
Usuario 8072,7619X,160963,602,Cuenta Corriente Premium,177
Usuario 8073,6317X,12090665,456,Cuenta Corriente Premium,255
Usuario 8074,2439X,7467224,534,Cuenta Corriente Premium,140
Usuario 8075,3549X,8729154,503,Cuenta Corriente Premium,175
Usuario 8076,7836X,8876271,464,Cuenta Corriente Premium,175
Usuario 8077,5996X,9818608,546,Cuenta Corriente Premium,338
Usuario 8078,7187X,11371923,343,Cuenta Corriente Premium,384
Usuario 8079,9189X,491089,514,Cuenta Corriente Premium,100
Usuario 8080,5085X,5825343,738,Cuenta Corriente Premium,178
Usuario 8081,8991X,10993056,656,Cuenta Corriente Premium,14
Usuario 8082,3887X,9628492,697,Cuenta Corriente Premium,376
Usuario 8083,3789X,6919685,807,Cuenta Corriente Premium,196
Usuario 8084,2798X,8403613,397,Cuenta Corriente Premium,222
Usuario 8085,7709X,3085288,698,Cuenta Corriente Premium,33
Usuario 8086,4962X,12617354,367,Cuenta Corriente Premium,209
Usuario 8087,5257X,14625660,490,Cuenta Corriente Premium,203
Usuario 8088,4339X,3026827,716,Cuenta Corriente Premium,247
Usuario 8089,8425X,2439330,870,Cuenta Corriente Premium,392
Usuario 8090,8007X,2884249,519,Cuenta Corriente Premium,390
Usuario 8091,9046X,9489319,879,Cuenta Corriente Premium,19
Usuario 8092,2185X,9101072,881,Cuenta Corriente Premium,396
Usuario 8093,9766X,10443512,467,Cuenta Corriente Premium,58
Usuario 8094,5353X,3713066,315,Cuenta Corriente Premium,161
Usuario 8095,1448X,11504997,581,Cuenta Corriente Premium,260
Usuario 8096,5216X,10914791,735,Cuenta Corriente Premium,201
Usuario 8097,3000X,8663431,325,Cuenta Corriente Premium,49
Usuario 8098,8896X,3481318,410,Cuenta Corriente Premium,355
Usuario 8099,4440X,7732724,305,Cuenta Corriente Premium,316
Usuario 8100,6914X,3866070,494,Cuenta Corriente Premium,337
Usuario 8101,5812X,8113597,522,Cuenta Corriente Premium,185
Usuario 8102,9140X,13849614,575,Cuenta Corriente Premium,103
Usuario 8103,9743X,2166879,401,Cuenta Corriente Premium,62
Usuario 8104,4103X,6748718,308,Cuenta Corriente Premium,52
