Nombre_Cliente,ID_Asociado,Saldo_Cuenta,Score_DICOM_Simulado,Oferta_Comercial_Asignada,Dias_Desde_Ultima_Clave
Usuario 11998,9720X,5022334,512,Cuenta Corriente Premium,56
Usuario 11999,4964X,13584281,366,Cuenta Corriente Premium,310
Usuario 12000,5972X,5177222,885,Cuenta Corriente Premium,99
Usuario 12001,6147X,9179974,856,Cuenta Corriente Premium,391
Usuario 12002,8748X,10067945,601,Cuenta Corriente Premium,159
Usuario 12003,9175X,733388,896,Cuenta Corriente Premium,244
Usuario 12004,6501X,5992803,625,Cuenta Corriente Premium,378
Usuario 12005,2602X,5022379,590,Cuenta Corriente Premium,398
Usuario 12006,8529X,4304590,759,Cuenta Corriente Premium,12
Usuario 12007,2665X,12668361,692,Cuenta Corriente Premium,229
Usuario 12008,4662X,9049056,474,Cuenta Corriente Premium,149
Usuario 12009,9162X,14463409,332,Cuenta Corriente Premium,86
Usuario 12010,3829X,12617424,852,Cuenta Corriente Premium,69
Usuario 12011,3843X,8424809,410,Cuenta Corriente Premium,386
Usuario 12012,5657X,6777645,346,Cuenta Corriente Premium,97
Usuario 12013,3102X,14139750,614,Cuenta Corriente Premium,55
Usuario 12014,2076X,9909916,430,Cuenta Corriente Premium,379
Usuario 12015,6620X,1794225,729,Cuenta Corriente Premium,132
Usuario 12016,4127X,4744612,670,Cuenta Corriente Premium,5
Usuario 12017,7087X,5488482,467,Cuenta Corriente Premium,69
Usuario 12018,6527X,5220404,521,Cuenta Corriente Premium,19
Usuario 12019,1228X,12438115,471,Cuenta Corriente Premium,106
Usuario 12020,8433X,5556253,401,Cuenta Corriente Premium,196
Usuario 12021,1832X,3842398,357,Cuenta Corriente Premium,372
Usuario 12022,4730X,10744458,479,Cuenta Corriente Premium,42
Usuario 12023,5266X,5937656,836,Cuenta Corriente Premium,285
Usuario 12024,6856X,5962338,451,Cuenta Corriente Premium,1
Usuario 12025,7383X,12066701,845,Cuenta Corriente Premium,326
Usuario 12026,5752X,14937397,652,Cuenta Corriente Premium,248
Usuario 12027,3622X,11361339,632,Cuenta Corriente Premium,258
Usuario 12028,1648X,13951716,628,Cuenta Corriente Premium,163
Usuario 12029,3388X,1245877,322,Cuenta Corriente Premium,175
Usuario 12030,7507X,4111032,847,Cuenta Corriente Premium,343
Usuario 12031,2866X,4512808,795,Cuenta Corriente Premium,92
Usuario 12032,9244X,668935,693,Cuenta Corriente Premium,113
Usuario 12033,4605X,11643289,870,Cuenta Corriente Premium,200
Usuario 12034,7410X,1023535,333,Cuenta Corriente Premium,166
Usuario 12035,4084X,8551968,331,Cuenta Corriente Premium,245
Usuario 12036,5948X,4030522,717,Cuenta Corriente Premium,157
Usuario 12037,5710X,13871487,414,Cuenta Corriente Premium,337
Usuario 12038,1661X,10269218,480,Cuenta Corriente Premium,46
Usuario 12039,8421X,5907108,343,Cuenta Corriente Premium,17
Usuario 12040,8918X,3907676,769,Cuenta Corriente Premium,120
Usuario 12041,8095X,4236195,510,Cuenta Corriente Premium,126
Usuario 12042,5327X,1199071,712,Cuenta Corriente Premium,394
Usuario 12043,8317X,8392706,751,Cuenta Corriente Premium,57
Usuario 12044,7586X,1236961,589,Cuenta Corriente Premium,109
Usuario 12045,7744X,4537310,885,Cuenta Corriente Premium,255
Usuario 12046,5443X,550766,704,Cuenta Corriente Premium,394
Usuario 12047,2557X,612996,751,Cuenta Corriente Premium,21
Usuario 12048,2970X,5019186,440,Cuenta Corriente Premium,213
Usuario 12049,8636X,14017537,422,Cuenta Corriente Premium,222
Usuario 12050,2505X,696333,453,Cuenta Corriente Premium,136
Usuario 12051,2480X,14990014,387,Cuenta Corriente Premium,108
Usuario 12052,5794X,1018101,698,Cuenta Corriente Premium,110
Usuario 12053,5997X,9127178,480,Cuenta Corriente Premium,133
Usuario 12054,4166X,3861012,546,Cuenta Corriente Premium,23
Usuario 12055,2883X,5651817,695,Cuenta Corriente Premium,203
Usuario 12056,6207X,11388866,863,Cuenta Corriente Premium,23
Usuario 12057,3887X,135798,753,Cuenta Corriente Premium,200
Usuario 12058,7117X,13962169,797,Cuenta Corriente Premium,352
Usuario 12059,6025X,4599261,357,Cuenta Corriente Premium,245
Usuario 12060,9678X,11840481,513,Cuenta Corriente Premium,294
Usuario 12061,9695X,13481747,498,Cuenta Corriente Premium,53
Usuario 12062,4707X,5984797,359,Cuenta Corriente Premium,192
Usuario 12063,5249X,12324658,610,Cuenta Corriente Premium,388
Usuario 12064,6315X,6325860,525,Cuenta Corriente Premium,41
Usuario 12065,6155X,14706488,678,Cuenta Corriente Premium,71
Usuario 12066,2273X,14324358,543,Cuenta Corriente Premium,117
Usuario 12067,5546X,2009072,878,Cuenta Corriente Premium,192
Usuario 12068,4307X,587695,714,Cuenta Corriente Premium,5
Usuario 12069,6122X,8264022,698,Cuenta Corriente Premium,297
Usuario 12070,8939X,10679352,694,Cuenta Corriente Premium,90
Usuario 12071,7620X,13876119,375,Cuenta Corriente Premium,365
Usuario 12072,6100X,4616019,441,Cuenta Corriente Premium,4
Usuario 12073,1395X,2208337,409,Cuenta Corriente Premium,25
Usuario 12074,7475X,9653610,384,Cuenta Corriente Premium,321
Usuario 12075,3977X,8857629,623,Cuenta Corriente Premium,120
Usuario 12076,2863X,10053696,760,Cuenta Corriente Premium,162
Usuario 12077,1489X,1354989,386,Cuenta Corriente Premium,268
Usuario 12078,4114X,14064647,676,Cuenta Corriente Premium,111
Usuario 12079,7372X,11063250,363,Cuenta Corriente Premium,170
Usuario 12080,6686X,11939737,542,Cuenta Corriente Premium,377
Usuario 12081,1732X,13395204,574,Cuenta Corriente Premium,291
Usuario 12082,8233X,7556761,862,Cuenta Corriente Premium,252
Usuario 12083,4146X,10324501,395,Cuenta Corriente Premium,311
Usuario 12084,7004X,4997705,827,Cuenta Corriente Premium,12
Usuario 12085,7356X,333610,564,Cuenta Corriente Premium,66
Usuario 12086,3259X,10132023,881,Cuenta Corriente Premium,281
Usuario 12087,4297X,862250,656,Cuenta Corriente Premium,223
Usuario 12088,3257X,13036743,522,Cuenta Corriente Premium,299
Usuario 12089,2000X,1836798,489,Cuenta Corriente Premium,93
Usuario 12090,2246X,10341214,318,Cuenta Corriente Premium,236
Usuario 12091,7777X,4400865,899,Cuenta Corriente Premium,71
Usuario 12092,6754X,8898888,850,Cuenta Corriente Premium,277
Usuario 12093,3272X,3216895,789,Cuenta Corriente Premium,397
Usuario 12094,7293X,11094941,539,Cuenta Corriente Premium,36
Usuario 12095,4376X,8002410,502,Cuenta Corriente Premium,290
Usuario 12096,6532X,14652564,570,Cuenta Corriente Premium,199
Usuario 12097,1926X,4780005,366,Cuenta Corriente Premium,106
Usuario 12098,7699X,12418628,691,Cuenta Corriente Premium,336
Usuario 12099,7180X,10568032,372,Cuenta Corriente Premium,270
Usuario 12100,6984X,6058288,341,Cuenta Corriente Premium,54
Usuario 12101,2403X,13497269,307,Cuenta Corriente Premium,339
Usuario 12102,6996X,2223496,692,Cuenta Corriente Premium,379
Usuario 12103,6821X,4033090,785,Cuenta Corriente Premium,314
Usuario 12104,5362X,10258001,344,Cuenta Corriente Premium,70
Usuario 12105,4346X,5636135,746,Cuenta Corriente Premium,115
Usuario 12106,5545X,14691351,460,Cuenta Corriente Premium,218
Usuario 12107,9228X,8719478,687,Cuenta Corriente Premium,383
Usuario 12108,4156X,7979329,461,Cuenta Corriente Premium,167
Usuario 12109,5565X,7306068,578,Cuenta Corriente Premium,225
Usuario 12110,2011X,8633841,839,Cuenta Corriente Premium,355
Usuario 12111,8237X,3634735,661,Cuenta Corriente Premium,385
Usuario 12112,6050X,13255090,452,Cuenta Corriente Premium,383
Usuario 12113,9522X,8778288,780,Cuenta Corriente Premium,287
Usuario 12114,4128X,4156956,571,Cuenta Corriente Premium,173
Usuario 12115,8479X,14572001,756,Cuenta Corriente Premium,180
Usuario 12116,9783X,4648492,512,Cuenta Corriente Premium,372
Usuario 12117,3635X,9937899,356,Cuenta Corriente Premium,288
Usuario 12118,1614X,2187215,497,Cuenta Corriente Premium,222
Usuario 12119,4681X,5429598,360,Cuenta Corriente Premium,217
Usuario 12120,3804X,4276352,886,Cuenta Corriente Premium,248
Usuario 12121,4844X,3696906,685,Cuenta Corriente Premium,187
Usuario 12122,6826X,7453207,445,Cuenta Corriente Premium,118
Usuario 12123,7811X,14525936,619,Cuenta Corriente Premium,132
Usuario 12124,1717X,5370658,867,Cuenta Corriente Premium,84
Usuario 12125,1928X,4708678,695,Cuenta Corriente Premium,119
Usuario 12126,6275X,301800,829,Cuenta Corriente Premium,49
Usuario 12127,5100X,3719127,714,Cuenta Corriente Premium,331
Usuario 12128,7428X,6184450,535,Cuenta Corriente Premium,23
Usuario 12129,3518X,5908960,569,Cuenta Corriente Premium,382
Usuario 12130,5881X,9349744,545,Cuenta Corriente Premium,131
Usuario 12131,6076X,6617641,799,Cuenta Corriente Premium,191
Usuario 12132,6236X,5460015,521,Cuenta Corriente Premium,107
Usuario 12133,2121X,3319073,599,Cuenta Corriente Premium,242
Usuario 12134,2811X,13557063,336,Cuenta Corriente Premium,206
Usuario 12135,4267X,3232468,559,Cuenta Corriente Premium,394
Usuario 12136,7495X,6357507,672,Cuenta Corriente Premium,352
Usuario 12137,3551X,6104557,346,Cuenta Corriente Premium,212
Usuario 12138,3762X,12897874,643,Cuenta Corriente Premium,299
Usuario 12139,8998X,6031441,437,Cuenta Corriente Premium,228
Usuario 12140,7179X,14453341,857,Cuenta Corriente Premium,320
Usuario 12141,7639X,1658583,323,Cuenta Corriente Premium,324
Usuario 12142,1811X,10563246,863,Cuenta Corriente Premium,232
Usuario 12143,1995X,2714772,437,Cuenta Corriente Premium,261
Usuario 12144,6938X,11828425,324,Cuenta Corriente Premium,207
Usuario 12145,5594X,14319721,837,Cuenta Corriente Premium,357
Usuario 12146,3744X,2603085,303,Cuenta Corriente Premium,329
Usuario 12147,3984X,10896712,767,Cuenta Corriente Premium,17
Usuario 12148,8716X,4431807,531,Cuenta Corriente Premium,333
Usuario 12149,8283X,660384,432,Cuenta Corriente Premium,242
Usuario 12150,4286X,1766085,332,Cuenta Corriente Premium,154
Usuario 12151,3576X,6471172,588,Cuenta Corriente Premium,106
Usuario 12152,2286X,11539048,868,Cuenta Corriente Premium,198
Usuario 12153,7018X,3901965,506,Cuenta Corriente Premium,159
Usuario 12154,4716X,8015386,398,Cuenta Corriente Premium,218
Usuario 12155,1786X,2006274,882,Cuenta Corriente Premium,381
Usuario 12156,4828X,7115687,558,Cuenta Corriente Premium,204
Usuario 12157,7178X,481158,617,Cuenta Corriente Premium,367
Usuario 12158,2999X,11235924,362,Cuenta Corriente Premium,260
Usuario 12159,8465X,9230782,852,Cuenta Corriente Premium,149
Usuario 12160,2528X,4460725,655,Cuenta Corriente Premium,207
Usuario 12161,3400X,153417,494,Cuenta Corriente Premium,385
Usuario 12162,8126X,12351867,733,Cuenta Corriente Premium,158
Usuario 12163,6122X,8479798,473,Cuenta Corriente Premium,346
Usuario 12164,1373X,4389622,747,Cuenta Corriente Premium,13
Usuario 12165,9095X,12042360,713,Cuenta Corriente Premium,81
Usuario 12166,5340X,1065065,885,Cuenta Corriente Premium,298
Usuario 12167,7520X,2422816,486,Cuenta Corriente Premium,20
Usuario 12168,3297X,7568917,509,Cuenta Corriente Premium,281
Usuario 12169,1348X,7011552,733,Cuenta Corriente Premium,146
Usuario 12170,3491X,8194618,629,Cuenta Corriente Premium,394
Usuario 12171,4398X,13112042,809,Cuenta Corriente Premium,384
Usuario 12172,7420X,7887128,533,Cuenta Corriente Premium,214
Usuario 12173,6395X,192484,379,Cuenta Corriente Premium,300
Usuario 12174,7270X,9045475,326,Cuenta Corriente Premium,220
Usuario 12175,3899X,4214710,371,Cuenta Corriente Premium,295
Usuario 12176,9575X,5681064,329,Cuenta Corriente Premium,238
Usuario 12177,9617X,3501376,559,Cuenta Corriente Premium,192
Usuario 12178,5619X,961232,869,Cuenta Corriente Premium,64
Usuario 12179,4473X,2748948,457,Cuenta Corriente Premium,306
Usuario 12180,3800X,5169488,630,Cuenta Corriente Premium,299
Usuario 12181,6492X,4087712,807,Cuenta Corriente Premium,211
Usuario 12182,3445X,3952282,704,Cuenta Corriente Premium,56
Usuario 12183,7309X,5460286,325,Cuenta Corriente Premium,159
Usuario 12184,6236X,6872514,377,Cuenta Corriente Premium,77
Usuario 12185,1610X,4717775,627,Cuenta Corriente Premium,304
Usuario 12186,1426X,12886421,826,Cuenta Corriente Premium,396
Usuario 12187,1085X,7142845,701,Cuenta Corriente Premium,252
Usuario 12188,4239X,1733643,464,Cuenta Corriente Premium,372
Usuario 12189,8398X,14393285,882,Cuenta Corriente Premium,1
Usuario 12190,8084X,14386773,419,Cuenta Corriente Premium,240
Usuario 12191,2161X,12292940,725,Cuenta Corriente Premium,154
Usuario 12192,3019X,14314881,307,Cuenta Corriente Premium,304
Usuario 12193,8452X,1235404,628,Cuenta Corriente Premium,279
Usuario 12194,3573X,6146064,465,Cuenta Corriente Premium,275
Usuario 12195,7949X,10769083,471,Cuenta Corriente Premium,13
Usuario 12196,3005X,9803580,317,Cuenta Corriente Premium,294
Usuario 12197,6385X,2034610,658,Cuenta Corriente Premium,43
Usuario 12198,5831X,158670,356,Cuenta Corriente Premium,159
Usuario 12199,1548X,8606212,486,Cuenta Corriente Premium,398
Usuario 12200,7999X,13340404,855,Cuenta Corriente Premium,245
Usuario 12201,6846X,5569398,840,Cuenta Corriente Premium,345
Usuario 12202,3297X,11638720,587,Cuenta Corriente Premium,230
Usuario 12203,8624X,427558,810,Cuenta Corriente Premium,325
Usuario 12204,4471X,2211770,510,Cuenta Corriente Premium,332
Usuario 12205,5445X,7764906,769,Cuenta Corriente Premium,45
Usuario 12206,1064X,5474927,470,Cuenta Corriente Premium,7
Usuario 12207,2250X,7602296,605,Cuenta Corriente Premium,337
Usuario 12208,6362X,13561856,479,Cuenta Corriente Premium,25
Usuario 12209,3029X,4182256,708,Cuenta Corriente Premium,53
Usuario 12210,6439X,7222578,417,Cuenta Corriente Premium,54
Usuario 12211,7430X,14163497,451,Cuenta Corriente Premium,53
Usuario 12212,5998X,9279439,633,Cuenta Corriente Premium,180
Usuario 12213,9818X,7807704,534,Cuenta Corriente Premium,183
Usuario 12214,5532X,11075242,570,Cuenta Corriente Premium,149
Usuario 12215,9422X,14539086,887,Cuenta Corriente Premium,135
Usuario 12216,8079X,5719485,747,Cuenta Corriente Premium,395
Usuario 12217,6962X,8843339,855,Cuenta Corriente Premium,55
Usuario 12218,1379X,4421935,406,Cuenta Corriente Premium,295
Usuario 12219,9270X,6709758,498,Cuenta Corriente Premium,305
Usuario 12220,6704X,5884787,672,Cuenta Corriente Premium,221
Usuario 12221,3866X,7831069,789,Cuenta Corriente Premium,99
Usuario 12222,9293X,1433163,695,Cuenta Corriente Premium,61
Usuario 12223,1670X,4846117,589,Cuenta Corriente Premium,278
Usuario 12224,1287X,5747241,640,Cuenta Corriente Premium,396
Usuario 12225,7924X,4361604,835,Cuenta Corriente Premium,57
Usuario 12226,8043X,6132270,393,Cuenta Corriente Premium,30
Usuario 12227,8272X,7015725,643,Cuenta Corriente Premium,245
Usuario 12228,2767X,1797214,890,Cuenta Corriente Premium,324
Usuario 12229,8828X,11536511,807,Cuenta Corriente Premium,173
Usuario 12230,2025X,4430940,706,Cuenta Corriente Premium,45
Usuario 12231,7473X,538408,520,Cuenta Corriente Premium,142
Usuario 12232,7680X,2113988,568,Cuenta Corriente Premium,41
Usuario 12233,8654X,14854245,762,Cuenta Corriente Premium,125
Usuario 12234,3708X,2875907,535,Cuenta Corriente Premium,51
Usuario 12235,5894X,9953520,832,Cuenta Corriente Premium,213
Usuario 12236,5630X,10224960,871,Cuenta Corriente Premium,256
Usuario 12237,6564X,3940035,389,Cuenta Corriente Premium,215
Usuario 12238,7669X,4714895,732,Cuenta Corriente Premium,135
Usuario 12239,3689X,803934,462,Cuenta Corriente Premium,368
Usuario 12240,4855X,14983516,400,Cuenta Corriente Premium,199
Usuario 12241,5415X,12736999,700,Cuenta Corriente Premium,279
Usuario 12242,3290X,7904151,753,Cuenta Corriente Premium,149
Usuario 12243,8811X,344593,782,Cuenta Corriente Premium,399
Usuario 12244,5808X,8854830,877,Cuenta Corriente Premium,134
Usuario 12245,6910X,4293834,326,Cuenta Corriente Premium,167
Usuario 12246,4532X,14585032,367,Cuenta Corriente Premium,178
Usuario 12247,2097X,1632162,527,Cuenta Corriente Premium,184
Usuario 12248,7304X,6683444,357,Cuenta Corriente Premium,395
Usuario 12249,8200X,11462370,398,Cuenta Corriente Premium,228
Usuario 12250,4289X,1552093,505,Cuenta Corriente Premium,64
Usuario 12251,5587X,9491628,698,Cuenta Corriente Premium,212
Usuario 12252,2742X,3639687,852,Cuenta Corriente Premium,327
Usuario 12253,3199X,3139270,499,Cuenta Corriente Premium,183
Usuario 12254,4388X,3750482,531,Cuenta Corriente Premium,61
Usuario 12255,8847X,13311101,390,Cuenta Corriente Premium,301
Usuario 12256,2853X,11463870,707,Cuenta Corriente Premium,193
Usuario 12257,3042X,12479803,466,Cuenta Corriente Premium,146
Usuario 12258,1739X,1525832,777,Cuenta Corriente Premium,203
Usuario 12259,6919X,3637139,442,Cuenta Corriente Premium,393
Usuario 12260,2064X,2923888,451,Cuenta Corriente Premium,25
Usuario 12261,7424X,6696530,779,Cuenta Corriente Premium,88
Usuario 12262,7650X,14559004,390,Cuenta Corriente Premium,309
Usuario 12263,2735X,5914272,611,Cuenta Corriente Premium,41
Usuario 12264,6089X,10325982,514,Cuenta Corriente Premium,20
Usuario 12265,9096X,12883776,656,Cuenta Corriente Premium,265
Usuario 12266,3197X,14483744,401,Cuenta Corriente Premium,280
Usuario 12267,6445X,14124578,337,Cuenta Corriente Premium,157
Usuario 12268,3463X,7929783,474,Cuenta Corriente Premium,199
Usuario 12269,9162X,1653258,589,Cuenta Corriente Premium,363
Usuario 12270,9160X,14757781,360,Cuenta Corriente Premium,300
Usuario 12271,9228X,12995798,397,Cuenta Corriente Premium,335
Usuario 12272,2309X,10897261,310,Cuenta Corriente Premium,48
Usuario 12273,7352X,12161425,871,Cuenta Corriente Premium,174
Usuario 12274,1468X,10063521,548,Cuenta Corriente Premium,345
Usuario 12275,9135X,4874350,402,Cuenta Corriente Premium,297
Usuario 12276,2339X,10080926,373,Cuenta Corriente Premium,238
Usuario 12277,1901X,5508084,887,Cuenta Corriente Premium,314
Usuario 12278,7463X,11975817,559,Cuenta Corriente Premium,235
Usuario 12279,3799X,10129027,835,Cuenta Corriente Premium,59
Usuario 12280,7576X,5582541,595,Cuenta Corriente Premium,260
Usuario 12281,3997X,12891339,877,Cuenta Corriente Premium,370
Usuario 12282,5469X,13278761,655,Cuenta Corriente Premium,51
Usuario 12283,3965X,11744871,848,Cuenta Corriente Premium,318
Usuario 12284,1335X,10884818,768,Cuenta Corriente Premium,146
Usuario 12285,5965X,14313218,325,Cuenta Corriente Premium,131
Usuario 12286,1321X,7708937,590,Cuenta Corriente Premium,353
Usuario 12287,7360X,2074187,781,Cuenta Corriente Premium,36
Usuario 12288,4228X,2578518,797,Cuenta Corriente Premium,26
Usuario 12289,8594X,9295493,394,Cuenta Corriente Premium,27
Usuario 12290,2209X,4518346,656,Cuenta Corriente Premium,252
Usuario 12291,8625X,5083045,839,Cuenta Corriente Premium,167
Usuario 12292,6518X,1614977,503,Cuenta Corriente Premium,225
Usuario 12293,4189X,401814,617,Cuenta Corriente Premium,172
Usuario 12294,9684X,14767447,663,Cuenta Corriente Premium,190
Usuario 12295,3715X,14292565,881,Cuenta Corriente Premium,235
Usuario 12296,8558X,7716494,812,Cuenta Corriente Premium,45
Usuario 12297,3534X,9320926,600,Cuenta Corriente Premium,198
Usuario 12298,5023X,11711374,873,Cuenta Corriente Premium,134
Usuario 12299,9061X,6470098,482,Cuenta Corriente Premium,277
Usuario 12300,3675X,4237714,659,Cuenta Corriente Premium,315
Usuario 12301,9991X,11312568,423,Cuenta Corriente Premium,97
Usuario 12302,9399X,14186220,450,Cuenta Corriente Premium,109
Usuario 12303,1032X,8938922,317,Cuenta Corriente Premium,61
Usuario 12304,5910X,11175022,604,Cuenta Corriente Premium,27
Usuario 12305,3810X,6881921,507,Cuenta Corriente Premium,391
Usuario 12306,1704X,426544,305,Cuenta Corriente Premium,231
Usuario 12307,9616X,2254038,686,Cuenta Corriente Premium,395
Usuario 12308,5006X,945028,814,Cuenta Corriente Premium,136
Usuario 12309,9714X,13889776,305,Cuenta Corriente Premium,107
Usuario 12310,1949X,10440708,895,Cuenta Corriente Premium,54
Usuario 12311,3303X,540298,670,Cuenta Corriente Premium,386
Usuario 12312,9764X,4171447,570,Cuenta Corriente Premium,75
Usuario 12313,5017X,2434337,471,Cuenta Corriente Premium,355
Usuario 12314,5846X,8101236,500,Cuenta Corriente Premium,363
Usuario 12315,3348X,2317677,703,Cuenta Corriente Premium,144
Usuario 12316,8558X,5064686,533,Cuenta Corriente Premium,194
Usuario 12317,4672X,1225785,658,Cuenta Corriente Premium,141
Usuario 12318,8157X,109499,646,Cuenta Corriente Premium,350
Usuario 12319,8219X,6633909,702,Cuenta Corriente Premium,206
Usuario 12320,9048X,10585847,408,Cuenta Corriente Premium,108
Usuario 12321,9440X,6762116,845,Cuenta Corriente Premium,390
Usuario 12322,8030X,760390,823,Cuenta Corriente Premium,351
Usuario 12323,3412X,9698810,847,Cuenta Corriente Premium,267
Usuario 12324,6358X,874426,300,Cuenta Corriente Premium,97
Usuario 12325,4220X,3317274,808,Cuenta Corriente Premium,212
Usuario 12326,6446X,11833759,499,Cuenta Corriente Premium,262
Usuario 12327,1711X,120031,345,Cuenta Corriente Premium,399
Usuario 12328,1116X,12568910,618,Cuenta Corriente Premium,319
Usuario 12329,5195X,6173945,510,Cuenta Corriente Premium,64
Usuario 12330,5039X,11862556,627,Cuenta Corriente Premium,319
Usuario 12331,7544X,12482762,463,Cuenta Corriente Premium,28
Usuario 12332,8998X,11800851,318,Cuenta Corriente Premium,34
Usuario 12333,2245X,152661,745,Cuenta Corriente Premium,19
Usuario 12334,1102X,3144570,418,Cuenta Corriente Premium,362
Usuario 12335,7702X,3421873,729,Cuenta Corriente Premium,107
Usuario 12336,4503X,14362749,604,Cuenta Corriente Premium,3
Usuario 12337,4362X,12567103,684,Cuenta Corriente Premium,111
Usuario 12338,3520X,6292500,576,Cuenta Corriente Premium,344
Usuario 12339,4946X,4109090,704,Cuenta Corriente Premium,70
Usuario 12340,9648X,12424066,781,Cuenta Corriente Premium,143
Usuario 12341,8545X,8887521,601,Cuenta Corriente Premium,126
Usuario 12342,2482X,3502156,337,Cuenta Corriente Premium,177
Usuario 12343,2023X,8488784,505,Cuenta Corriente Premium,15
Usuario 12344,4538X,3923287,620,Cuenta Corriente Premium,100
Usuario 12345,5838X,12923173,668,Cuenta Corriente Premium,187
Usuario 12346,4139X,6809007,511,Cuenta Corriente Premium,377
Usuario 12347,5130X,9253954,850,Cuenta Corriente Premium,19
Usuario 12348,2421X,12539951,360,Cuenta Corriente Premium,3
Usuario 12349,6679X,14629834,330,Cuenta Corriente Premium,228
Usuario 12350,9427X,10736433,330,Cuenta Corriente Premium,25
Usuario 12351,7747X,5004368,829,Cuenta Corriente Premium,381
Usuario 12352,7704X,12883287,531,Cuenta Corriente Premium,106
Usuario 12353,6217X,5479744,742,Cuenta Corriente Premium,42
Usuario 12354,1104X,11522954,787,Cuenta Corriente Premium,248
Usuario 12355,4038X,1927667,455,Cuenta Corriente Premium,392
Usuario 12356,9435X,7078713,627,Cuenta Corriente Premium,377
Usuario 12357,8122X,511838,679,Cuenta Corriente Premium,14
Usuario 12358,4257X,3371599,504,Cuenta Corriente Premium,292
Usuario 12359,4465X,13053680,434,Cuenta Corriente Premium,37
Usuario 12360,6185X,9079471,539,Cuenta Corriente Premium,372
Usuario 12361,2288X,1015711,561,Cuenta Corriente Premium,375
Usuario 12362,3993X,7288025,832,Cuenta Corriente Premium,235
Usuario 12363,5563X,2302043,848,Cuenta Corriente Premium,95
Usuario 12364,7732X,8351009,599,Cuenta Corriente Premium,36
Usuario 12365,9890X,13302465,615,Cuenta Corriente Premium,297
Usuario 12366,3940X,13049518,773,Cuenta Corriente Premium,394
Usuario 12367,5267X,10631725,877,Cuenta Corriente Premium,150
Usuario 12368,2829X,3564153,756,Cuenta Corriente Premium,217
Usuario 12369,6567X,13402023,669,Cuenta Corriente Premium,137
Usuario 12370,3385X,2469234,659,Cuenta Corriente Premium,26
Usuario 12371,4741X,6585048,528,Cuenta Corriente Premium,130
Usuario 12372,7774X,14868723,577,Cuenta Corriente Premium,318
Usuario 12373,3175X,13200921,327,Cuenta Corriente Premium,39
Usuario 12374,3871X,7495408,805,Cuenta Corriente Premium,399
Usuario 12375,4248X,959907,497,Cuenta Corriente Premium,171
Usuario 12376,3571X,5716543,787,Cuenta Corriente Premium,73
Usuario 12377,4328X,7017224,755,Cuenta Corriente Premium,271
Usuario 12378,7253X,13639784,478,Cuenta Corriente Premium,63
Usuario 12379,8015X,5906260,816,Cuenta Corriente Premium,37
Usuario 12380,4219X,7172384,864,Cuenta Corriente Premium,360
Usuario 12381,8142X,13829239,605,Cuenta Corriente Premium,281
Usuario 12382,6220X,14615047,427,Cuenta Corriente Premium,259
Usuario 12383,3413X,97456,324,Cuenta Corriente Premium,346
Usuario 12384,2897X,4947752,860,Cuenta Corriente Premium,172
Usuario 12385,6890X,3120899,462,Cuenta Corriente Premium,14
Usuario 12386,6791X,12368380,896,Cuenta Corriente Premium,361
Usuario 12387,2309X,13598480,728,Cuenta Corriente Premium,156
Usuario 12388,1323X,8117886,352,Cuenta Corriente Premium,313
Usuario 12389,7281X,10315639,534,Cuenta Corriente Premium,389
Usuario 12390,6007X,10593283,434,Cuenta Corriente Premium,103
Usuario 12391,5423X,2864380,786,Cuenta Corriente Premium,318
Usuario 12392,4596X,12877412,310,Cuenta Corriente Premium,72
Usuario 12393,1626X,1244550,423,Cuenta Corriente Premium,289
Usuario 12394,4782X,698197,588,Cuenta Corriente Premium,275
Usuario 12395,2431X,3850060,704,Cuenta Corriente Premium,312
Usuario 12396,5714X,7145377,577,Cuenta Corriente Premium,295
Usuario 12397,8150X,9880350,755,Cuenta Corriente Premium,157
Usuario 12398,9209X,9448943,781,Cuenta Corriente Premium,107
Usuario 12399,4772X,1674954,486,Cuenta Corriente Premium,285
Usuario 12400,1273X,922273,487,Cuenta Corriente Premium,288
Usuario 12401,1976X,3278548,338,Cuenta Corriente Premium,298
Usuario 12402,4577X,5232998,350,Cuenta Corriente Premium,222
Usuario 12403,4960X,2552218,559,Cuenta Corriente Premium,216
Usuario 12404,4730X,5364813,586,Cuenta Corriente Premium,75
Usuario 12405,6228X,7775476,715,Cuenta Corriente Premium,327
Usuario 12406,1704X,6976842,719,Cuenta Corriente Premium,93
Usuario 12407,1377X,11833254,582,Cuenta Corriente Premium,345
Usuario 12408,1269X,7494680,612,Cuenta Corriente Premium,237
Usuario 12409,9020X,4838647,577,Cuenta Corriente Premium,123
Usuario 12410,4361X,1676766,405,Cuenta Corriente Premium,68
Usuario 12411,7399X,12278813,646,Cuenta Corriente Premium,83
Usuario 12412,3741X,1174964,618,Cuenta Corriente Premium,296
Usuario 12413,2220X,11148095,521,Cuenta Corriente Premium,25
Usuario 12414,4729X,7999169,378,Cuenta Corriente Premium,81
Usuario 12415,8978X,13267695,530,Cuenta Corriente Premium,298
Usuario 12416,5653X,4357031,519,Cuenta Corriente Premium,228
Usuario 12417,7346X,14032994,607,Cuenta Corriente Premium,38
Usuario 12418,9831X,11278626,599,Cuenta Corriente Premium,77
Usuario 12419,8352X,3502171,517,Cuenta Corriente Premium,18
Usuario 12420,4663X,11321032,634,Cuenta Corriente Premium,171
